,CO_MUN_GEO,NO_MUN,NO_MUN_MIN,SG_UF
493,1711100,ITAPORA DO TOCANTINS,Itaporã do Tocantins,TO
494,1711506,JAU DO TOCANTINS,Jaú do Tocantins,TO
495,1711803,JUARINA,Juarina,TO
496,1711902,LAGOA DA CONFUSAO,Lagoa da Confusão,TO
497,1711951,LAGOA DO TOCANTINS,Lagoa do Tocantins,TO
498,1712009,LAJEADO,Lajeado,TO
499,1712157,LAVANDEIRA,Lavandeira,TO
500,1712405,LIZARDA,Lizarda,TO
501,1712454,LUZINOPOLIS,Luzinópolis,TO
502,1712504,MARIANOPOLIS DO TOCANTINS,Marianópolis do Tocantins,TO
503,1712702,MATEIROS,Mateiros,TO
504,1712801,MAURILANDIA DO TOCANTINS,Maurilândia do Tocantins,TO
505,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,TO
506,1713304,MIRANORTE,Miranorte,TO
507,1713601,MONTE DO CARMO,Monte do Carmo,TO
508,1713700,MONTE SANTO DO TOCANTINS,Monte Santo do Tocantins,TO
509,1713809,PALMEIRAS DO TOCANTINS,Palmeiras do Tocantins,TO
510,1713957,MURICILANDIA,Muricilândia,TO
511,1714203,NATIVIDADE,Natividade,TO
512,1714302,NAZARE,Nazaré,TO
513,1714880,NOVA OLINDA,Nova Olinda,TO
514,1715002,NOVA ROSALANDIA,Nova Rosalândia,TO
515,1715101,NOVO ACORDO,Novo Acordo,TO
516,1715150,NOVO ALEGRE,Novo Alegre,TO
517,1715259,NOVO JARDIM,Novo Jardim,TO
518,1715507,OLIVEIRA DE FATIMA,Oliveira de Fátima,TO
519,1715705,PALMEIRANTE,Palmeirante,TO
520,1715754,PALMEIROPOLIS,Palmeirópolis,TO
521,1716109,PARAISO DO TOCANTINS,Paraíso do Tocantins,TO
522,1716208,PARANA,Paranã,TO
523,1716307,PAU D'ARCO,Pau D'Arco,TO
524,1716505,PEDRO AFONSO,Pedro Afonso,TO
525,1716604,PEIXE,Peixe,TO
526,1716653,PEQUIZEIRO,Pequizeiro,TO
527,1716703,COLMEIA,Colméia,TO
528,1717008,PINDORAMA DO TOCANTINS,Pindorama do Tocantins,TO
529,1717206,PIRAQUE,Piraquê,TO
530,1717503,PIUM,Pium,TO
531,1717800,PONTE ALTA DO BOM JESUS,Ponte Alta do Bom Jesus,TO
532,1717909,PONTE ALTA DO TOCANTINS,Ponte Alta do Tocantins,TO
533,1718006,PORTO ALEGRE DO TOCANTINS,Porto Alegre do Tocantins,TO
534,1718204,PORTO NACIONAL,Porto Nacional,TO
535,1718303,PRAIA NORTE,Praia Norte,TO
536,1718402,PRESIDENTE KENNEDY,Presidente Kennedy,TO
537,1718451,PUGMIL,Pugmil,TO
538,1718501,RECURSOLANDIA,Recursolândia,TO
539,1718550,RIACHINHO,Riachinho,TO
540,1718659,RIO DA CONCEICAO,Rio da Conceição,TO
541,1718709,RIO DOS BOIS,Rio dos Bois,TO
542,1718758,RIO SONO,Rio Sono,TO
543,1718808,SAMPAIO,Sampaio,TO
544,1718840,SANDOLANDIA,Sandolândia,TO
545,1718865,SANTA FE DO ARAGUAIA,Santa Fé do Araguaia,TO
546,1718881,SANTA MARIA DO TOCANTINS,Santa Maria do Tocantins,TO
547,3118700,COQUEIRAL,Coqueiral,MG
548,3118809,CORACAO DE JESUS,Coração de Jesus,MG
549,3118908,CORDISBURGO,Cordisburgo,MG
550,3119005,CORDISLANDIA,Cordislândia,MG
551,3119104,CORINTO,Corinto,MG
552,3119203,COROACI,Coroaci,MG
553,3119302,COROMANDEL,Coromandel,MG
554,2708006,SANTANA DO IPANEMA,Santana do Ipanema,AL
555,2708105,SANTANA DO MUNDAU,Santana do Mundaú,AL
556,2708204,SAO BRAS,São Brás,AL
557,2708303,SAO JOSE DA LAJE,São José da Laje,AL
558,2708402,SAO JOSE DA TAPERA,São José da Tapera,AL
559,2708501,SAO LUIS DO QUITUNDE,São Luís do Quitunde,AL
560,2708600,SAO MIGUEL DOS CAMPOS,São Miguel dos Campos,AL
561,2708709,SAO MIGUEL DOS MILAGRES,São Miguel dos Milagres,AL
562,2708808,SAO SEBASTIAO,São Sebastião,AL
563,2708907,SATUBA,Satuba,AL
564,2708956,SENADOR RUI PALMEIRA,Senador Rui Palmeira,AL
565,2709004,TANQUE D'ARCA,Tanque d'Arca,AL
566,2709103,TAQUARANA,Taquarana,AL
567,2709152,TEOTONIO VILELA,Teotônio Vilela,AL
568,2709202,TRAIPU,Traipu,AL
569,2709301,UNIAO DOS PALMARES,União dos Palmares,AL
570,2709400,VICOSA,Viçosa,AL
571,2800100,AMPARO DE SAO FRANCISCO,Amparo de São Francisco,SE
572,2800209,AQUIDABA,Aquidabã,SE
573,2800308,ARACAJU,Aracaju,SE
574,2800407,ARAUA,Arauá,SE
575,2800506,AREIA BRANCA,Areia Branca,SE
576,2800605,BARRA DOS COQUEIROS,Barra dos Coqueiros,SE
577,2800670,BOQUIM,Boquim,SE
578,2800704,BREJO GRANDE,Brejo Grande,SE
579,2801009,CAMPO DO BRITO,Campo do Brito,SE
580,2801108,CANHOBA,Canhoba,SE
581,2801207,CANINDE DE SAO FRANCISCO,Canindé de São Francisco,SE
582,2801306,CAPELA,Capela,SE
583,2801405,CARIRA,Carira,SE
584,2801504,CARMOPOLIS,Carmópolis,SE
585,2801603,CEDRO DE SAO JOAO,Cedro de São João,SE
586,2801702,CRISTINAPOLIS,Cristinápolis,SE
587,2801900,CUMBE,Cumbe,SE
588,2802007,DIVINA PASTORA,Divina Pastora,SE
589,2802106,ESTANCIA,Estância,SE
590,2802205,FEIRA NOVA,Feira Nova,SE
591,2802304,FREI PAULO,Frei Paulo,SE
592,2802403,GARARU,Gararu,SE
593,2802502,GENERAL MAYNARD,General Maynard,SE
594,2802601,GRACHO CARDOSO,Gracho Cardoso,SE
595,2802700,ILHA DAS FLORES,Ilha das Flores,SE
596,2802809,INDIAROBA,Indiaroba,SE
597,2802908,ITABAIANA,Itabaiana,SE
598,2803005,ITABAIANINHA,Itabaianinha,SE
599,2803104,ITABI,Itabi,SE
600,2803203,ITAPORANGA D'AJUDA,Itaporanga d'Ajuda,SE
601,2803302,JAPARATUBA,Japaratuba,SE
602,2803401,JAPOATA,Japoatã,SE
603,2803500,LAGARTO,Lagarto,SE
604,2803609,LARANJEIRAS,Laranjeiras,SE
605,2803708,MACAMBIRA,Macambira,SE
606,2803807,MALHADA DOS BOIS,Malhada dos Bois,SE
607,2803906,MALHADOR,Malhador,SE
608,2804003,MARUIM,Maruim,SE
609,2804102,MOITA BONITA,Moita Bonita,SE
610,2804201,MONTE ALEGRE DE SERGIPE,Monte Alegre de Sergipe,SE
611,2804300,MURIBECA,Muribeca,SE
612,2804409,NEOPOLIS,Neópolis,SE
613,2804458,NOSSA SENHORA APARECIDA,Nossa Senhora Aparecida,SE
614,2804508,NOSSA SENHORA DA GLORIA,Nossa Senhora da Glória,SE
615,2804607,NOSSA SENHORA DAS DORES,Nossa Senhora das Dores,SE
616,2804706,NOSSA SENHORA DE LOURDES,Nossa Senhora de Lourdes,SE
617,2804805,NOSSA SENHORA DO SOCORRO,Nossa Senhora do Socorro,SE
618,2804904,PACATUBA,Pacatuba,SE
619,2805000,PEDRA MOLE,Pedra Mole,SE
620,2805109,PEDRINHAS,Pedrinhas,SE
621,2805208,PINHAO,Pinhão,SE
622,2805307,PIRAMBU,Pirambu,SE
623,2805406,POCO REDONDO,Poço Redondo,SE
624,2805505,POCO VERDE,Poço Verde,SE
625,2805604,PORTO DA FOLHA,Porto da Folha,SE
626,2805703,PROPRIA,Propriá,SE
627,2805802,RIACHAO DO DANTAS,Riachão do Dantas,SE
628,2805901,RIACHUELO,Riachuelo,SE
629,2806008,RIBEIROPOLIS,Ribeirópolis,SE
630,2806107,ROSARIO DO CATETE,Rosário do Catete,SE
631,2806206,SALGADO,Salgado,SE
632,2806305,SANTA LUZIA DO ITANHY,Santa Luzia do Itanhy,SE
633,2806404,SANTANA DO SAO FRANCISCO,Santana do São Francisco,SE
634,2806503,SANTA ROSA DE LIMA,Santa Rosa de Lima,SE
635,2806602,SANTO AMARO DAS BROTAS,Santo Amaro das Brotas,SE
636,2806701,SAO CRISTOVAO,São Cristóvão,SE
637,2806800,SAO DOMINGOS,São Domingos,SE
638,2806909,SAO FRANCISCO,São Francisco,SE
639,2807006,SAO MIGUEL DO ALEIXO,São Miguel do Aleixo,SE
640,2807105,SIMAO DIAS,Simão Dias,SE
641,2807204,SIRIRI,Siriri,SE
642,2807303,TELHA,Telha,SE
643,2807402,TOBIAS BARRETO,Tobias Barreto,SE
644,2807501,TOMAR DO GERU,Tomar do Geru,SE
645,2807600,UMBAUBA,Umbaúba,SE
646,2900108,ABAIRA,Abaíra,BA
647,2900207,ABARE,Abaré,BA
648,2900306,ACAJUTIBA,Acajutiba,BA
649,2900355,ADUSTINA,Adustina,BA
650,2900405,AGUA FRIA,Água Fria,BA
651,2900504,ERICO CARDOSO,Érico Cardoso,BA
652,2900603,AIQUARA,Aiquara,BA
653,2900702,ALAGOINHAS,Alagoinhas,BA
654,2900801,ALCOBACA,Alcobaça,BA
655,2900900,ALMADINA,Almadina,BA
656,2901007,AMARGOSA,Amargosa,BA
657,2901106,AMELIA RODRIGUES,Amélia Rodrigues,BA
658,2901155,AMERICA DOURADA,América Dourada,BA
659,2901205,ANAGE,Anagé,BA
660,2901304,ANDARAI,Andaraí,BA
661,2901353,ANDORINHA,Andorinha,BA
662,2901403,ANGICAL,Angical,BA
663,2901502,ANGUERA,Anguera,BA
664,2901601,ANTAS,Antas,BA
665,2901700,ANTONIO CARDOSO,Antônio Cardoso,BA
666,2901809,ANTONIO GONCALVES,Antônio Gonçalves,BA
667,2901908,APORA,Aporá,BA
668,2901957,APUAREMA,Apuarema,BA
669,2902005,ARACATU,Aracatu,BA
670,2902054,ARACAS,Araças,BA
671,2902104,ARACI,Araci,BA
672,2902203,ARAMARI,Aramari,BA
673,2902252,ARATACA,Arataca,BA
674,2902302,ARATUIPE,Aratuípe,BA
675,2902401,AURELINO LEAL,Aurelino Leal,BA
676,2902500,BAIANOPOLIS,Baianópolis,BA
677,2902609,BAIXA GRANDE,Baixa Grande,BA
678,2902658,BANZAE,Banzaê,BA
679,2902708,BARRA,Barra,BA
680,2902807,BARRA DA ESTIVA,Barra da Estiva,BA
681,2902906,BARRA DO CHOCA,Barra do Choça,BA
682,2903003,BARRA DO MENDES,Barra do Mendes,BA
683,2903102,BARRA DO ROCHA,Barra do Rocha,BA
684,2903201,BARREIRAS,Barreiras,BA
685,2903235,BARRO ALTO,Barro Alto,BA
686,2903276,BARROCAS,Barrocas,BA
687,2903300,BARRO PRETO,Barro Preto,BA
688,2903409,BELMONTE,Belmonte,BA
689,2903508,BELO CAMPO,Belo Campo,BA
690,2903607,BIRITINGA,Biritinga,BA
691,2903706,BOA NOVA,Boa Nova,BA
692,2903805,BOA VISTA DO TUPIM,Boa Vista do Tupim,BA
693,2903904,BOM JESUS DA LAPA,Bom Jesus da Lapa,BA
694,2903953,BOM JESUS DA SERRA,Bom Jesus da Serra,BA
695,2904001,BONINAL,Boninal,BA
696,2904050,BONITO,Bonito,BA
697,2904100,BOQUIRA,Boquira,BA
698,2904209,BOTUPORA,Botuporã,BA
699,2904308,BREJOES,Brejões,BA
700,2904407,BREJOLANDIA,Brejolândia,BA
701,2904506,BROTAS DE MACAUBAS,Brotas de Macaúbas,BA
702,2904605,BRUMADO,Brumado,BA
703,2904704,BUERAREMA,Buerarema,BA
704,2904753,BURITIRAMA,Buritirama,BA
705,2904803,CAATIBA,Caatiba,BA
706,2904852,CABACEIRAS DO PARAGUACU,Cabaceiras do Paraguaçu,BA
707,2904902,CACHOEIRA,Cachoeira,BA
708,2905008,CACULE,Caculé,BA
709,2905107,CAEM,Caém,BA
710,2905156,CAETANOS,Caetanos,BA
711,2905206,CAETITE,Caetité,BA
712,2905305,CAFARNAUM,Cafarnaum,BA
713,2905404,CAIRU,Cairu,BA
714,2905503,CALDEIRAO GRANDE,Caldeirão Grande,BA
715,2905602,CAMACAN,Camacan,BA
716,2905701,CAMACARI,Camaçari,BA
717,2905800,CAMAMU,Camamu,BA
718,2905909,CAMPO ALEGRE DE LOURDES,Campo Alegre de Lourdes,BA
719,2906006,CAMPO FORMOSO,Campo Formoso,BA
720,2906105,CANAPOLIS,Canápolis,BA
721,2906204,CANARANA,Canarana,BA
722,2906303,CANAVIEIRAS,Canavieiras,BA
723,2906402,CANDEAL,Candeal,BA
724,2906501,CANDEIAS,Candeias,BA
725,3403356,ARCO-IRIS,Arco-Íris,SP
726,3403406,AREALVA,Arealva,SP
727,3403505,AREIAS,Areias,SP
728,3403604,AREIOPOLIS,Areiópolis,SP
729,3403703,ARIRANHA,Ariranha,SP
730,3403802,ARTUR NOGUEIRA,Artur Nogueira,SP
731,3403901,ARUJA,Arujá,SP
732,3403950,ASPASIA,Aspásia,SP
733,3404008,ASSIS,Assis,SP
734,3404107,ATIBAIA,Atibaia,SP
735,3404206,AURIFLAMA,Auriflama,SP
736,3404305,AVAI,Avaí,SP
737,3404404,AVANHANDAVA,Avanhandava,SP
738,3404503,AVARE,Avaré,SP
739,3404602,BADY BASSITT,Bady Bassitt,SP
740,3404701,BALBINOS,Balbinos,SP
741,3404800,BALSAMO,Bálsamo,SP
742,3404909,BANANAL,Bananal,SP
743,3405005,BARAO DE ANTONINA,Barão de Antonina,SP
744,3405104,BARBOSA,Barbosa,SP
745,3405203,BARIRI,Bariri,SP
746,3405302,BARRA BONITA,Barra Bonita,SP
747,3405351,BARRA DO CHAPEU,Barra do Chapéu,SP
748,3405401,BARRA DO TURVO,Barra do Turvo,SP
749,3405500,BARRETOS,Barretos,SP
750,3405609,BARRINHA,Barrinha,SP
751,3405708,BARUERI,Barueri,SP
752,3405807,BASTOS,Bastos,SP
753,3405906,BATATAIS,Batatais,SP
754,3406003,BAURU,Bauru,SP
755,3406102,BEBEDOURO,Bebedouro,SP
756,3406201,BENTO DE ABREU,Bento de Abreu,SP
757,3406300,BERNARDINO DE CAMPOS,Bernardino de Campos,SP
758,3406359,BERTIOGA,Bertioga,SP
759,3406409,BILAC,Bilac,SP
760,3406508,BIRIGUI,Birigui,SP
761,3406607,BIRITIBA-MIRIM,Biritiba-Mirim,SP
762,3406706,BOA ESPERANCA DO SUL,Boa Esperança do Sul,SP
763,3406805,BOCAINA,Bocaina,SP
764,3406904,BOFETE,Bofete,SP
765,3407001,BOITUVA,Boituva,SP
766,3407100,BOM JESUS DOS PERDOES,Bom Jesus dos Perdões,SP
767,3407159,BOM SUCESSO DE ITARARE,Bom Sucesso de Itararé,SP
768,3407209,BORA,Borá,SP
769,3407308,BORACEIA,Boracéia,SP
770,3407407,BORBOREMA,Borborema,SP
771,3407456,BOREBI,Borebi,SP
772,3407506,BOTUCATU,Botucatu,SP
773,3407605,BRAGANCA PAULISTA,Bragança Paulista,SP
774,3407704,BRAUNA,Braúna,SP
775,3407753,BREJO ALEGRE,Brejo Alegre,SP
776,3407803,BRODOWSKI,Brodowski,SP
777,3407902,BROTAS,Brotas,SP
778,3408009,BURI,Buri,SP
779,3408108,BURITAMA,Buritama,SP
780,3408207,BURITIZAL,Buritizal,SP
781,2308401,MISSAO VELHA,Missão Velha,CE
782,2308500,MOMBACA,Mombaça,CE
783,2308609,MONSENHOR TABOSA,Monsenhor Tabosa,CE
784,2308708,MORADA NOVA,Morada Nova,CE
785,2308807,MORAUJO,Moraújo,CE
786,2308906,MORRINHOS,Morrinhos,CE
787,2309003,MUCAMBO,Mucambo,CE
788,2309102,MULUNGU,Mulungu,CE
789,2309201,NOVA OLINDA,Nova Olinda,CE
790,2309300,NOVA RUSSAS,Nova Russas,CE
791,2309409,NOVO ORIENTE,Novo Oriente,CE
792,2309458,OCARA,Ocara,CE
793,2309508,OROS,Orós,CE
794,2309607,PACAJUS,Pacajus,CE
795,2309706,PACATUBA,Pacatuba,CE
796,2309805,PACOTI,Pacoti,CE
797,2309904,PACUJA,Pacujá,CE
798,2310001,PALHANO,Palhano,CE
799,2310100,PALMACIA,Palmácia,CE
800,2310209,PARACURU,Paracuru,CE
801,2310258,PARAIPABA,Paraipaba,CE
802,2310308,PARAMBU,Parambu,CE
803,2310407,PARAMOTI,Paramoti,CE
804,2310506,PEDRA BRANCA,Pedra Branca,CE
805,2310605,PENAFORTE,Penaforte,CE
806,2310704,PENTECOSTE,Pentecoste,CE
807,2310803,PEREIRO,Pereiro,CE
808,2310852,PINDORETAMA,Pindoretama,CE
809,2310902,PIQUET CARNEIRO,Piquet Carneiro,CE
810,2310951,PIRES FERREIRA,Pires Ferreira,CE
811,2311009,PORANGA,Poranga,CE
812,2311108,PORTEIRAS,Porteiras,CE
813,2311207,POTENGI,Potengi,CE
814,2311231,POTIRETAMA,Potiretama,CE
815,2311264,QUITERIANOPOLIS,Quiterianópolis,CE
816,2311306,QUIXADA,Quixadá,CE
817,2311355,QUIXELO,Quixelô,CE
818,2311405,QUIXERAMOBIM,Quixeramobim,CE
819,2311504,QUIXERE,Quixeré,CE
820,2311603,REDENCAO,Redenção,CE
821,2311702,RERIUTABA,Reriutaba,CE
822,2311801,RUSSAS,Russas,CE
823,2311900,SABOEIRO,Saboeiro,CE
824,2311959,SALITRE,Salitre,CE
825,2312007,SANTANA DO ACARAU,Santana do Acaraú,CE
826,2312106,SANTANA DO CARIRI,Santana do Cariri,CE
827,2312205,SANTA QUITERIA,Santa Quitéria,CE
828,2312304,SAO BENEDITO,São Benedito,CE
829,2312403,SAO GONCALO DO AMARANTE,São Gonçalo do Amarante,CE
830,2312502,SAO JOAO DO JAGUARIBE,São João do Jaguaribe,CE
831,2312601,SAO LUIS DO CURU,São Luís do Curu,CE
832,2312700,SENADOR POMPEU,Senador Pompeu,CE
833,2312809,SENADOR SA,Senador Sá,CE
834,2312908,SOBRAL,Sobral,CE
835,2313005,SOLONOPOLE,Solonópole,CE
836,2313104,TABULEIRO DO NORTE,Tabuleiro do Norte,CE
837,2313203,TAMBORIL,Tamboril,CE
838,2313252,TARRAFAS,Tarrafas,CE
839,2313302,TAUA,Tauá,CE
840,2313351,TEJUCUOCA,Tejuçuoca,CE
841,2313401,TIANGUA,Tianguá,CE
842,2313500,TRAIRI,Trairi,CE
843,2313559,TURURU,Tururu,CE
844,2313609,UBAJARA,Ubajara,CE
845,2313708,UMARI,Umari,CE
846,2313757,UMIRIM,Umirim,CE
847,2313807,URUBURETAMA,Uruburetama,CE
848,2313906,URUOCA,Uruoca,CE
849,2313955,VARJOTA,Varjota,CE
850,2314003,VARZEA ALEGRE,Várzea Alegre,CE
851,2314102,VICOSA DO CEARA,Viçosa do Ceará,CE
852,2400109,ACARI,Acari,RN
853,2400208,ACU,Açu,RN
854,2400307,AFONSO BEZERRA,Afonso Bezerra,RN
855,2400406,AGUA NOVA,Água Nova,RN
856,2400505,ALEXANDRIA,Alexandria,RN
857,2400604,ALMINO AFONSO,Almino Afonso,RN
858,2400703,ALTO DO RODRIGUES,Alto do Rodrigues,RN
859,2400802,ANGICOS,Angicos,RN
860,2400901,ANTONIO MARTINS,Antônio Martins,RN
861,2401008,APODI,Apodi,RN
862,2401107,AREIA BRANCA,Areia Branca,RN
863,2401206,ARES,Arês,RN
864,2401305,AUGUSTO SEVERO,Augusto Severo,RN
865,2401404,BAIA FORMOSA,Baía Formosa,RN
866,2401453,BARAUNA,Baraúna,RN
867,2401503,BARCELONA,Barcelona,RN
868,2401602,BENTO FERNANDES,Bento Fernandes,RN
869,2401651,BODO,Bodó,RN
870,2401701,BOM JESUS,Bom Jesus,RN
871,2401800,BREJINHO,Brejinho,RN
872,2401859,CAICARA DO NORTE,Caiçara do Norte,RN
873,2401909,CAICARA DO RIO DO VENTO,Caiçara do Rio do Vento,RN
874,2402006,CAICO,Caicó,RN
875,2402105,CAMPO REDONDO,Campo Redondo,RN
876,2402204,CANGUARETAMA,Canguaretama,RN
877,2402303,CARAUBAS,Caraúbas,RN
878,2402402,CARNAUBA DOS DANTAS,Carnaúba dos Dantas,RN
879,2402501,CARNAUBAIS,Carnaubais,RN
880,2402600,CEARA-MIRIM,Ceará-Mirim,RN
881,2402709,CERRO CORA,Cerro Corá,RN
882,2402808,CORONEL EZEQUIEL,Coronel Ezequiel,RN
883,1719004,SANTA TEREZA DO TOCANTINS,Santa Tereza do Tocantins,TO
884,1720002,SANTA TEREZINHA DO TOCANTINS,Santa Terezinha do Tocantins,TO
885,1720101,SAO BENTO DO TOCANTINS,São Bento do Tocantins,TO
886,1720150,SAO FELIX DO TOCANTINS,São Félix do Tocantins,TO
887,1720200,SAO MIGUEL DO TOCANTINS,São Miguel do Tocantins,TO
888,1720259,SAO SALVADOR DO TOCANTINS,São Salvador do Tocantins,TO
889,1720309,SAO SEBASTIAO DO TOCANTINS,São Sebastião do Tocantins,TO
890,1720499,SAO VALERIO DA NATIVIDADE,São Valério da Natividade,TO
891,1720655,SILVANOPOLIS,Silvanópolis,TO
892,1720804,SITIO NOVO DO TOCANTINS,Sítio Novo do Tocantins,TO
893,1720853,SUCUPIRA,Sucupira,TO
894,1720903,TAGUATINGA,Taguatinga,TO
895,1720937,TAIPAS DO TOCANTINS,Taipas do Tocantins,TO
896,1720978,TALISMA,Talismã,TO
897,1721000,PALMAS,Palmas,TO
898,1721109,TOCANTINIA,Tocantínia,TO
899,1721208,TOCANTINOPOLIS,Tocantinópolis,TO
900,1721257,TUPIRAMA,Tupirama,TO
901,1721307,TUPIRATINS,Tupiratins,TO
902,1722081,WANDERLANDIA,Wanderlândia,TO
903,1722107,XAMBIOA,Xambioá,TO
904,2100055,ACAILANDIA,Açailândia,MA
905,2100105,AFONSO CUNHA,Afonso Cunha,MA
906,2100154,AGUA DOCE DO MARANHAO,Água Doce do Maranhão,MA
907,2100204,ALCANTARA,Alcântara,MA
908,2100303,ALDEIAS ALTAS,Aldeias Altas,MA
909,2100402,ALTAMIRA DO MARANHAO,Altamira do Maranhão,MA
910,2100436,ALTO ALEGRE DO MARANHAO,Alto Alegre do Maranhão,MA
911,2100477,ALTO ALEGRE DO PINDARE,Alto Alegre do Pindaré,MA
912,2100501,ALTO PARNAIBA,Alto Parnaíba,MA
913,2100550,AMAPA DO MARANHAO,Amapá do Maranhão,MA
914,2100600,AMARANTE DO MARANHAO,Amarante do Maranhão,MA
915,2100709,ANAJATUBA,Anajatuba,MA
916,2100808,ANAPURUS,Anapurus,MA
917,2100832,APICUM-ACU,Apicum-Açu,MA
918,2100873,ARAGUANA,Araguanã,MA
919,2100907,ARAIOSES,Araioses,MA
920,2100956,ARAME,Arame,MA
921,2101004,ARARI,Arari,MA
922,2101103,AXIXA,Axixá,MA
923,2101202,BACABAL,Bacabal,MA
924,2101251,BACABEIRA,Bacabeira,MA
925,2101301,BACURI,Bacuri,MA
926,2101350,BACURITUBA,Bacurituba,MA
927,2101400,BALSAS,Balsas,MA
928,2101509,BARAO DE GRAJAU,Barão de Grajaú,MA
929,2101608,BARRA DO CORDA,Barra do Corda,MA
930,2101707,BARREIRINHAS,Barreirinhas,MA
931,2101731,BELAGUA,Belágua,MA
932,2101772,BELA VISTA DO MARANHAO,Bela Vista do Maranhão,MA
933,2101806,BENEDITO LEITE,Benedito Leite,MA
934,2101905,BEQUIMAO,Bequimão,MA
935,2101939,BERNARDO DO MEARIM,Bernardo do Mearim,MA
936,2101970,BOA VISTA DO GURUPI,Boa Vista do Gurupi,MA
937,2102002,BOM JARDIM,Bom Jardim,MA
938,2102036,BOM JESUS DAS SELVAS,Bom Jesus das Selvas,MA
939,2102077,BOM LUGAR,Bom Lugar,MA
940,2102101,BREJO,Brejo,MA
941,2102150,BREJO DE AREIA,Brejo de Areia,MA
942,2102200,BURITI,Buriti,MA
943,2102309,BURITI BRAVO,Buriti Bravo,MA
944,2102325,BURITICUPU,Buriticupu,MA
945,2102358,BURITIRANA,Buritirana,MA
946,2102374,CACHOEIRA GRANDE,Cachoeira Grande,MA
947,2102408,CAJAPIO,Cajapió,MA
948,2102507,CAJARI,Cajari,MA
949,2102556,CAMPESTRE DO MARANHAO,Campestre do Maranhão,MA
950,2102606,CANDIDO MENDES,Cândido Mendes,MA
951,2102705,CANTANHEDE,Cantanhede,MA
952,2102754,CAPINZAL DO NORTE,Capinzal do Norte,MA
953,2102804,CAROLINA,Carolina,MA
954,2102903,CARUTAPERA,Carutapera,MA
955,2103000,CAXIAS,Caxias,MA
956,2103109,CEDRAL,Cedral,MA
957,2103125,CENTRAL DO MARANHAO,Central do Maranhão,MA
958,2615508,TRACUNHAEM,Tracunhaém,PE
959,2615607,TRINDADE,Trindade,PE
960,2615706,TRIUNFO,Triunfo,PE
961,2615805,TUPANATINGA,Tupanatinga,PE
962,2615904,TUPARETAMA,Tuparetama,PE
963,2616001,VENTUROSA,Venturosa,PE
964,2616100,VERDEJANTE,Verdejante,PE
965,2616183,VERTENTE DO LERIO,Vertente do Lério,PE
966,2616209,VERTENTES,Vertentes,PE
967,2616308,VICENCIA,Vicência,PE
968,2906907,CARAVELAS,Caravelas,BA
969,2907004,CARDEAL DA SILVA,Cardeal da Silva,BA
970,2907103,CARINHANHA,Carinhanha,BA
971,2907202,CASA NOVA,Casa Nova,BA
972,2907301,CASTRO ALVES,Castro Alves,BA
973,2907400,CATOLANDIA,Catolândia,BA
974,2907509,CATU,Catu,BA
975,2907558,CATURAMA,Caturama,BA
976,2907608,CENTRAL,Central,BA
977,2907707,CHORROCHO,Chorrochó,BA
978,2907806,CICERO DANTAS,Cícero Dantas,BA
979,2907905,CIPO,Cipó,BA
980,2908002,COARACI,Coaraci,BA
981,2908101,COCOS,Cocos,BA
982,2908200,CONCEICAO DA FEIRA,Conceição da Feira,BA
983,2908309,CONCEICAO DO ALMEIDA,Conceição do Almeida,BA
984,2908408,CONCEICAO DO COITE,Conceição do Coité,BA
985,2908507,CONCEICAO DO JACUIPE,Conceição do Jacuípe,BA
986,2908606,CONDE,Conde,BA
987,2908705,CONDEUBA,Condeúba,BA
988,2908804,CONTENDAS DO SINCORA,Contendas do Sincorá,BA
989,2908903,CORACAO DE MARIA,Coração de Maria,BA
990,2909000,CORDEIROS,Cordeiros,BA
991,2909109,CORIBE,Coribe,BA
992,2909208,CORONEL JOAO SA,Coronel João Sá,BA
993,2909307,CORRENTINA,Correntina,BA
994,2909406,COTEGIPE,Cotegipe,BA
995,2909505,CRAVOLANDIA,Cravolândia,BA
996,2909604,CRISOPOLIS,Crisópolis,BA
997,2909703,CRISTOPOLIS,Cristópolis,BA
998,2909802,CRUZ DAS ALMAS,Cruz das Almas,BA
999,2909901,CURACA,Curaçá,BA
1000,2910008,DARIO MEIRA,Dário Meira,BA
1001,2910057,DIAS D'AVILA,Dias d'Ávila,BA
1002,2910107,DOM BASILIO,Dom Basílio,BA
1003,2910206,DOM MACEDO COSTA,Dom Macedo Costa,BA
1004,2910305,ELISIO MEDRADO,Elísio Medrado,BA
1005,2910404,ENCRUZILHADA,Encruzilhada,BA
1006,2910503,ENTRE RIOS,Entre Rios,BA
1007,2910602,ESPLANADA,Esplanada,BA
1008,2910701,EUCLIDES DA CUNHA,Euclides da Cunha,BA
1009,2910727,EUNAPOLIS,Eunápolis,BA
1010,2910750,FATIMA,Fátima,BA
1011,2910776,FEIRA DA MATA,Feira da Mata,BA
1012,2910800,FEIRA DE SANTANA,Feira de Santana,BA
1013,2910859,FILADELFIA,Filadélfia,BA
1014,2910909,FIRMINO ALVES,Firmino Alves,BA
1015,2911006,FLORESTA AZUL,Floresta Azul,BA
1016,2911105,FORMOSA DO RIO PRETO,Formosa do Rio Preto,BA
1017,2911204,GANDU,Gandu,BA
1018,2911253,GAVIAO,Gavião,BA
1019,2911303,GENTIO DO OURO,Gentio do Ouro,BA
